label,model,provider,tpq,intra_threads,bind_cores,time_s,max_rss_mb,status
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,966.727,34960.3,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,956.737,35585.9,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,965.444,35337.6,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,954.689,35103.5,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,950.072,35140.4,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,959.757,35609.6,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,985.787,35164.3,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,945.594,35129.3,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,971.63,35152.3,SUCCESS
giant_SS_TPQ1_I1_NOBIND,giant,SS_TPQ1_I1_NOBIND,1,1,0,963.413,35266.9,SUCCESS
mmcp_transformer_SS_TPQ1_I1_NOBIND,mmcp_transformer,SS_TPQ1_I1_NOBIND,1,1,0,1561.44,34370.5,SUCCESS
mmcp_transformer_SS_TPQ1_I1_NOBIND,mmcp_transformer,SS_TPQ1_I1_NOBIND,1,1,0,1432.44,34108.4,SUCCESS
mmcp_transformer_SS_TPQ1_I1_NOBIND,mmcp_transformer,SS_TPQ1_I1_NOBIND,1,1,0,1484.71,34467.5,SUCCESS
mmcp_transformer_SS_TPQ1_I1_NOBIND,mmcp_transformer,SS_TPQ1_I1_NOBIND,1,1,0,1495.38,34353.9,SUCCESS
mmcp_transformer_SS_TPQ1_I1_NOBIND,mmcp_transformer,SS_TPQ1_I1_NOBIND,1,1,0,1503.3,34384.8,SUCCESS
