label,model,provider,tpq,intra_threads,bind_cores,time_s,max_rss_mb,status
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,605.97,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,610.339,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,616.473,6782.63,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,614.206,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,613.72,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,617.625,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,619.806,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,611.672,6782.67,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,616.243,6782.66,SUCCESS
giant_SINGLE_SS_TPQ96_I1_B96,giant,SINGLE_SS_TPQ96_I1_B96,96,1,96,615.989,6782.66,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1036.64,3869.21,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1030.3,3869.21,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1042.88,3869.24,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1019.63,3869.21,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1006.43,3869.18,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1029.77,3871.02,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1010.45,3869.21,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,988.076,3871.02,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1009.52,3869.21,SUCCESS
mmcp_transformer_SINGLE_SS_TPQ96_I1_B96,mmcp_transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,1009.85,3869.21,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,127.098,648.18,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,129.811,648.148,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,119.093,648.129,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,127.771,648.129,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,127.088,648.094,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,126.594,648.094,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,120.811,648.125,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,126.641,648.125,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,129.48,648.129,SUCCESS
transformer_SINGLE_SS_TPQ96_I1_B96,transformer,SINGLE_SS_TPQ96_I1_B96,96,1,96,124.176,648.129,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,27.023,9171.94,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,26.3958,9172.7,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,26.2513,9171.95,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,25.0664,9173.73,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,26.4039,9174.48,SUCCESS
perfect_SINGLE_SS_TPQ96_I1_B96,perfect,SINGLE_SS_TPQ96_I1_B96,96,1,96,26.3341,9171.95,SUCCESS
