label,model,provider,tpq,intra_threads,bind_cores,time_s,max_rss_mb,status
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,50.4859,34940.9,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,51.5057,35594.2,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,51.4183,35626.7,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,52.2645,35652,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,52.8823,35613.9,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,51.8378,35606.4,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,52.2626,35502.9,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,52.8741,35644.7,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,52.8301,35592.8,SUCCESS
giant_SS_TPQ4_I24_B96,giant,SS_TPQ4_I24_B96,4,24,96,51.7363,35630.9,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,288.527,34469,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,291.567,34095.6,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,294.758,34135.3,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,280.094,34464.1,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,291.936,34271.3,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,280.866,34483,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,281.068,34419.8,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,293.835,34491.5,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,300.322,34075,SUCCESS
mmcp_transformer_SS_TPQ4_I24_B96,mmcp_transformer,SS_TPQ4_I24_B96,4,24,96,292.581,34020.9,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,35.1886,28963.4,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,36.9576,29459.2,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,36.2067,29495.9,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,34.4305,29482.4,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,39.9727,29449.4,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,35.5852,29460.7,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,37.0456,29463.6,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,35.6614,29444.3,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,38.3643,29472.5,SUCCESS
transformer_SS_TPQ4_I24_B96,transformer,SS_TPQ4_I24_B96,4,24,96,35.8655,29433.9,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,14.7058,57082.4,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,23.2834,57082.5,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,21.8732,57106.9,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,17.3395,57121.7,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,22.1382,57077.1,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,19.0052,57110.3,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,13.2703,57098,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,21.7434,57105.4,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,21.2347,57101,SUCCESS
perfect_SS_TPQ4_I24_B96,perfect,SS_TPQ4_I24_B96,4,24,96,18.6322,57089.9,SUCCESS
watercnn_SS_TPQ4_I24_B96,watercnn,SS_TPQ4_I24_B96,4,24,96,9.66465,32032.5,SUCCESS
watercnn_SS_TPQ4_I24_B96,watercnn,SS_TPQ4_I24_B96,4,24,96,9.79505,32043.4,SUCCESS
